filename,width,height,class,xmin,ymin,xmax,ymax
34.jpg,807,605,egg,365,90,411,116
34.jpg,807,605,egg,410,78,427,108
34.jpg,807,605,egg,662,157,686,212
34.jpg,807,605,egg,685,169,727,215
34.jpg,807,605,egg,730,198,776,241
34.jpg,807,605,egg,750,190,801,228
34.jpg,807,605,egg,442,51,464,97
34.jpg,807,605,egg,421,36,451,81
34.jpg,807,605,egg,286,26,314,75
34.jpg,807,605,egg,247,29,288,63
35.jpg,545,727,egg,528,536,545,599
35.jpg,545,727,egg,507,474,530,536
35.jpg,545,727,egg,469,455,515,506
35.jpg,545,727,egg,68,487,118,511
35.jpg,545,727,egg,72,464,139,487
35.jpg,545,727,egg,81,401,105,468
35.jpg,545,727,egg,127,396,182,440
35.jpg,545,727,egg,158,391,204,446
35.jpg,545,727,egg,1,448,24,474
35.jpg,545,727,egg,150,343,178,402
35.jpg,545,727,egg,161,309,190,361
35.jpg,545,727,egg,182,315,242,355
35.jpg,545,727,egg,315,348,377,384
35.jpg,545,727,egg,304,307,363,337
35.jpg,545,727,egg,1,402,31,448
35.jpg,545,727,egg,1,392,22,435
35.jpg,545,727,egg,30,352,53,414
35.jpg,545,727,egg,14,339,42,399
35.jpg,545,727,egg,1,341,18,398
35.jpg,545,727,egg,1,296,7,345
35.jpg,545,727,egg,5,286,31,344
35.jpg,545,727,egg,15,228,39,283
35.jpg,545,727,egg,1,214,12,236
35.jpg,545,727,egg,1,186,10,207
35.jpg,545,727,egg,122,279,181,315
35.jpg,545,727,egg,215,250,237,304
35.jpg,545,727,egg,252,240,279,300
35.jpg,545,727,egg,271,222,327,253
35.jpg,545,727,egg,341,191,377,244
35.jpg,545,727,egg,330,176,380,214
35.jpg,545,727,egg,299,196,333,233
35.jpg,545,727,egg,261,178,300,226
35.jpg,545,727,egg,220,186,255,214
35.jpg,545,727,egg,175,191,228,231
35.jpg,545,727,egg,85,172,111,229
35.jpg,545,727,egg,41,150,87,186
35.jpg,545,727,egg,35,130,92,162
35.jpg,545,727,egg,154,153,200,183
35.jpg,545,727,egg,169,126,207,174
35.jpg,545,727,egg,231,131,266,184
35.jpg,545,727,egg,222,68,252,124
35.jpg,545,727,egg,185,62,243,83
35.jpg,545,727,egg,526,131,545,151
36.jpg,605,807,egg,13,479,85,508
36.jpg,605,807,egg,86,399,131,439
36.jpg,605,807,egg,62,401,92,464
36.jpg,605,807,egg,5,392,46,461
36.jpg,605,807,egg,8,328,77,360
36.jpg,605,807,egg,19,293,80,334
36.jpg,605,807,egg,563,315,605,367
36.jpg,605,807,egg,559,243,599,301
36.jpg,605,807,egg,524,140,544,182
36.jpg,605,807,egg,487,123,529,173
36.jpg,605,807,egg,481,139,527,184
36.jpg,605,807,egg,438,167,494,189
36.jpg,605,807,egg,377,147,427,175
36.jpg,605,807,egg,313,151,370,178
36.jpg,605,807,egg,263,81,302,134
36.jpg,605,807,egg,274,62,333,86
36.jpg,605,807,egg,279,45,322,71
36.jpg,605,807,egg,263,27,288,81
36.jpg,605,807,egg,235,20,282,66
36.jpg,605,807,egg,325,27,357,72
36.jpg,605,807,egg,140,77,181,128
36.jpg,605,807,egg,1,233,36,260
36.jpg,605,807,egg,1,200,10,226
36.jpg,605,807,egg,1,179,43,212
36.jpg,605,807,egg,31,147,68,201
36.jpg,605,807,egg,16,149,32,192
36.jpg,605,807,egg,1,153,19,173
36.jpg,605,807,egg,1,139,21,159
36.jpg,605,807,egg,32,115,49,166
36.jpg,605,807,egg,16,104,40,142
36.jpg,605,807,egg,1,109,27,142
36.jpg,605,807,egg,51,95,65,147
36.jpg,605,807,egg,33,64,57,114
36.jpg,605,807,egg,62,103,98,145
36.jpg,605,807,egg,58,81,96,122
36.jpg,605,807,egg,86,86,143,119
36.jpg,605,807,egg,4,12,37,62
36.jpg,605,807,egg,112,36,160,89
36.jpg,605,807,egg,98,37,140,82
36.jpg,605,807,egg,74,9,124,53
36.jpg,605,807,egg,94,1,138,34
37.jpg,545,727,egg,50,403,81,459
37.jpg,545,727,egg,1,417,22,449
37.jpg,545,727,egg,109,375,169,397
37.jpg,545,727,egg,169,314,208,348
37.jpg,545,727,egg,148,311,176,365
37.jpg,545,727,egg,101,303,137,363
37.jpg,545,727,egg,36,296,77,326
37.jpg,545,727,egg,35,253,93,281
37.jpg,545,727,egg,111,253,161,279
37.jpg,545,727,egg,113,224,166,258
37.jpg,545,727,egg,4,181,26,229
37.jpg,545,727,egg,4,165,49,204
37.jpg,545,727,egg,72,169,130,201
37.jpg,545,727,egg,24,143,52,192
37.jpg,545,727,egg,38,141,66,185
37.jpg,545,727,egg,48,137,78,183
37.jpg,545,727,egg,64,135,83,172
37.jpg,545,727,egg,71,142,113,181
37.jpg,545,727,egg,72,128,108,157
37.jpg,545,727,egg,63,115,115,141
37.jpg,545,727,egg,101,124,139,154
37.jpg,545,727,egg,26,102,80,123
37.jpg,545,727,egg,77,101,119,118
37.jpg,545,727,egg,116,91,130,135
37.jpg,545,727,egg,124,99,160,142
37.jpg,545,727,egg,125,73,146,118
37.jpg,545,727,egg,82,91,124,108
37.jpg,545,727,egg,43,85,86,110
37.jpg,545,727,egg,86,63,126,94
37.jpg,545,727,egg,113,59,133,94
37.jpg,545,727,egg,153,62,188,99
37.jpg,545,727,egg,153,41,183,86
37.jpg,545,727,egg,144,56,154,99
37.jpg,545,727,egg,131,30,150,72
37.jpg,545,727,egg,172,46,223,76
37.jpg,545,727,egg,218,41,259,86
37.jpg,545,727,egg,68,1,105,42
37.jpg,545,727,egg,1,2,36,10
37.jpg,545,727,egg,104,1,126,28
37.jpg,545,727,egg,165,1,207,20
37.jpg,545,727,egg,185,7,215,44
37.jpg,545,727,egg,197,3,235,47
37.jpg,545,727,egg,328,48,360,92
37.jpg,545,727,egg,370,107,420,128
37.jpg,545,727,egg,424,102,472,130
37.jpg,545,727,egg,479,120,531,142
37.jpg,545,727,egg,519,99,545,131
37.jpg,545,727,egg,524,81,545,112
37.jpg,545,727,egg,334,29,387,52
37.jpg,545,727,egg,344,13,378,35
37.jpg,545,727,egg,327,1,350,46
37.jpg,545,727,egg,302,1,342,30
37.jpg,545,727,egg,382,1,407,37
38.jpg,605,807,egg,2,453,68,510
38.jpg,605,807,egg,1,419,46,455
38.jpg,605,807,egg,13,395,98,433
38.jpg,605,807,egg,1,409,19,428
38.jpg,605,807,egg,29,309,64,389
38.jpg,605,807,egg,16,229,98,261
38.jpg,605,807,egg,219,321,244,390
38.jpg,605,807,egg,90,619,153,658
38.jpg,605,807,egg,98,587,151,620
38.jpg,605,807,egg,243,656,312,733
38.jpg,605,807,egg,301,686,336,767
38.jpg,605,807,egg,316,695,372,766
38.jpg,605,807,egg,358,686,394,762
38.jpg,605,807,egg,440,758,495,807
38.jpg,605,807,egg,501,770,568,807
38.jpg,605,807,egg,441,654,499,717
38.jpg,605,807,egg,368,627,441,658
38.jpg,605,807,egg,358,593,432,634
38.jpg,605,807,egg,138,493,197,567
38.jpg,605,807,egg,133,536,209,589
38.jpg,605,807,egg,210,498,254,571
38.jpg,605,807,egg,236,494,283,566
38.jpg,605,807,egg,360,473,407,533
38.jpg,605,807,egg,380,449,421,536
38.jpg,605,807,egg,402,452,441,532
38.jpg,605,807,egg,283,242,327,309
38.jpg,605,807,egg,404,251,436,315
38.jpg,605,807,egg,390,417,464,465
38.jpg,605,807,egg,426,354,487,411
38.jpg,605,807,egg,465,273,512,338
38.jpg,605,807,egg,513,595,574,656
38.jpg,605,807,egg,541,679,575,748
38.jpg,605,807,egg,559,659,587,725
38.jpg,605,807,egg,581,656,605,712
38.jpg,605,807,egg,580,707,605,738
38.jpg,605,807,egg,565,621,605,653
38.jpg,605,807,egg,565,495,605,556
38.jpg,605,807,egg,483,379,540,434
38.jpg,605,807,egg,521,390,574,455
38.jpg,605,807,egg,575,407,605,451
38.jpg,605,807,egg,532,381,588,416
38.jpg,605,807,egg,520,347,581,390
38.jpg,605,807,egg,512,327,576,349
38.jpg,605,807,egg,540,303,604,328
38.jpg,605,807,egg,457,233,520,270
38.jpg,605,807,egg,420,132,480,199
38.jpg,605,807,egg,465,126,505,208
38.jpg,605,807,egg,549,142,603,203
38.jpg,605,807,egg,365,66,419,106
38.jpg,605,807,egg,359,29,401,82
39.jpg,605,807,egg,103,571,197,614
39.jpg,605,807,egg,240,611,304,643
39.jpg,605,807,egg,290,651,331,743
39.jpg,605,807,egg,333,594,403,660
39.jpg,605,807,egg,347,575,437,626
39.jpg,605,807,egg,393,490,446,581
39.jpg,605,807,egg,553,565,605,611
39.jpg,605,807,egg,296,476,369,538
39.jpg,605,807,egg,324,436,405,479
39.jpg,605,807,egg,404,415,480,477
39.jpg,605,807,egg,316,392,375,455
39.jpg,605,807,egg,237,406,327,438
39.jpg,605,807,egg,268,386,342,410
39.jpg,605,807,egg,157,378,238,426
39.jpg,605,807,egg,169,356,252,403
39.jpg,605,807,egg,175,338,251,371
39.jpg,605,807,egg,243,358,322,390
39.jpg,605,807,egg,207,306,282,361
39.jpg,605,807,egg,263,312,326,376
39.jpg,605,807,egg,315,332,362,403
39.jpg,605,807,egg,360,348,403,395
39.jpg,605,807,egg,397,294,453,367
39.jpg,605,807,egg,371,293,410,350
39.jpg,605,807,egg,344,293,390,362
39.jpg,605,807,egg,18,417,55,503
39.jpg,605,807,egg,1,406,13,482
39.jpg,605,807,egg,405,265,459,297
39.jpg,605,807,egg,142,290,216,344
39.jpg,605,807,egg,116,272,149,323
39.jpg,605,807,egg,83,254,138,331
39.jpg,605,807,egg,14,262,109,297
39.jpg,605,807,egg,1,248,18,283
39.jpg,605,807,egg,1,234,85,264
39.jpg,605,807,egg,22,173,88,236
39.jpg,605,807,egg,13,158,77,221
39.jpg,605,807,egg,225,133,309,183
39.jpg,605,807,egg,283,125,343,193
39.jpg,605,807,egg,314,159,385,211
39.jpg,605,807,egg,325,79,372,161
39.jpg,605,807,egg,243,87,316,119
39.jpg,605,807,egg,125,99,214,131
39.jpg,605,807,egg,144,81,226,106
39.jpg,605,807,egg,152,1,232,50
39.jpg,605,807,egg,163,1,237,29
39.jpg,605,807,egg,231,1,263,47
39.jpg,605,807,egg,418,109,477,159
39.jpg,605,807,egg,419,77,477,128
39.jpg,605,807,egg,405,58,460,119
39.jpg,605,807,egg,472,61,501,129
39.jpg,605,807,egg,469,39,552,88
39.jpg,605,807,egg,579,71,605,138
40.jpg,605,807,egg,1,442,55,477
40.jpg,605,807,egg,136,521,181,605
40.jpg,605,807,egg,108,489,144,545
40.jpg,605,807,egg,278,777,358,807
40.jpg,605,807,egg,235,473,261,553
40.jpg,605,807,egg,92,386,156,453
40.jpg,605,807,egg,127,437,210,481
40.jpg,605,807,egg,146,422,223,467
40.jpg,605,807,egg,207,401,250,477
40.jpg,605,807,egg,235,415,284,484
40.jpg,605,807,egg,261,476,340,523
40.jpg,605,807,egg,317,449,363,527
40.jpg,605,807,egg,416,505,486,555
40.jpg,605,807,egg,444,523,489,569
40.jpg,605,807,egg,549,601,583,681
40.jpg,605,807,egg,520,442,605,471
40.jpg,605,807,egg,511,369,564,412
40.jpg,605,807,egg,34,345,124,390
40.jpg,605,807,egg,89,301,130,378
40.jpg,605,807,egg,11,305,95,353
40.jpg,605,807,egg,1,276,31,311
40.jpg,605,807,egg,107,269,186,305
40.jpg,605,807,egg,205,310,234,384
40.jpg,605,807,egg,214,331,273,393
40.jpg,605,807,egg,275,379,314,458
40.jpg,605,807,egg,324,326,403,366
40.jpg,605,807,egg,316,298,355,348
40.jpg,605,807,egg,233,264,314,306
40.jpg,605,807,egg,279,237,328,295
40.jpg,605,807,egg,138,233,214,288
40.jpg,605,807,egg,105,210,152,244
40.jpg,605,807,egg,229,187,297,219
40.jpg,605,807,egg,399,212,446,277
40.jpg,605,807,egg,585,262,605,316
40.jpg,605,807,egg,205,33,249,95
40.jpg,605,807,egg,1,205,20,233
40.jpg,605,807,egg,1,131,23,177
40.jpg,605,807,egg,1,81,8,108
40.jpg,605,807,egg,29,44,107,75
40.jpg,605,807,egg,53,31,118,48
40.jpg,605,807,egg,86,1,117,23
40.jpg,605,807,egg,290,54,345,97
40.jpg,605,807,egg,289,26,345,72
40.jpg,605,807,egg,274,10,339,47
40.jpg,605,807,egg,340,19,366,75
40.jpg,605,807,egg,346,1,412,44
40.jpg,605,807,egg,439,28,475,86
41.jpg,807,605,egg,95,531,160,604
41.jpg,807,605,egg,228,492,292,552
41.jpg,807,605,egg,243,390,311,450
41.jpg,807,605,egg,188,349,244,408
41.jpg,807,605,egg,263,330,312,383
41.jpg,807,605,egg,93,347,137,396
41.jpg,807,605,egg,67,295,113,362
41.jpg,807,605,egg,90,298,158,344
41.jpg,807,605,egg,124,315,201,347
41.jpg,807,605,egg,15,153,55,204
41.jpg,807,605,egg,48,203,69,225
41.jpg,807,605,egg,111,395,140,431
41.jpg,807,605,egg,75,159,144,187
41.jpg,807,605,egg,70,147,137,167
41.jpg,807,605,egg,60,122,120,150
41.jpg,807,605,egg,224,119,287,156
41.jpg,807,605,egg,235,141,278,184
41.jpg,807,605,egg,257,156,305,210
41.jpg,807,605,egg,282,214,304,235
41.jpg,807,605,egg,272,292,343,318
41.jpg,807,605,egg,344,297,409,338
41.jpg,807,605,egg,286,261,320,293
41.jpg,807,605,egg,307,254,346,304
41.jpg,807,605,egg,346,251,373,313
41.jpg,807,605,egg,369,237,402,298
41.jpg,807,605,egg,321,87,363,136
41.jpg,807,605,egg,305,68,330,119
41.jpg,807,605,egg,290,51,309,105
41.jpg,807,605,egg,261,44,297,99
41.jpg,807,605,egg,294,33,343,78
41.jpg,807,605,egg,283,9,343,42
41.jpg,807,605,egg,373,1,402,32
41.jpg,807,605,egg,395,101,441,143
41.jpg,807,605,egg,440,83,495,124
41.jpg,807,605,egg,431,138,496,182
41.jpg,807,605,egg,420,271,483,335
41.jpg,807,605,egg,450,178,480,222
41.jpg,807,605,egg,470,189,510,244
41.jpg,807,605,egg,491,198,531,246
41.jpg,807,605,egg,484,238,512,292
41.jpg,807,605,egg,467,241,495,304
41.jpg,807,605,egg,485,268,539,321
41.jpg,807,605,egg,535,195,571,258
41.jpg,807,605,egg,533,260,575,325
41.jpg,807,605,egg,532,295,575,359
41.jpg,807,605,egg,542,344,578,420
41.jpg,807,605,egg,570,349,598,414
41.jpg,807,605,egg,569,324,643,358
41.jpg,807,605,egg,587,284,653,336
41.jpg,807,605,egg,605,269,667,319
41.jpg,807,605,egg,640,250,675,295
41.jpg,807,605,egg,678,144,727,198
41.jpg,807,605,egg,625,133,672,159
41.jpg,807,605,egg,598,41,657,73
41.jpg,807,605,egg,615,1,652,47
41.jpg,807,605,egg,714,43,751,87
41.jpg,807,605,egg,787,466,806,519
41.jpg,807,605,egg,794,235,807,265
42.jpg,807,605,egg,98,502,141,570
42.jpg,807,605,egg,125,526,150,594
42.jpg,807,605,egg,144,539,209,580
42.jpg,807,605,egg,203,581,227,605
42.jpg,807,605,egg,64,415,96,482
42.jpg,807,605,egg,80,409,128,476
42.jpg,807,605,egg,108,411,154,477
42.jpg,807,605,egg,159,405,186,483
42.jpg,807,605,egg,66,386,134,415
42.jpg,807,605,egg,49,340,95,407
42.jpg,807,605,egg,83,276,151,316
42.jpg,807,605,egg,245,335,310,370
42.jpg,807,605,egg,227,368,265,428
42.jpg,807,605,egg,274,393,357,422
42.jpg,807,605,egg,331,426,365,475
42.jpg,807,605,egg,309,537,349,605
42.jpg,807,605,egg,295,574,332,605
42.jpg,807,605,egg,373,545,457,579
42.jpg,807,605,egg,530,535,586,592
42.jpg,807,605,egg,551,513,605,580
42.jpg,807,605,egg,481,497,550,539
42.jpg,807,605,egg,450,475,475,550
42.jpg,807,605,egg,387,484,447,543
42.jpg,807,605,egg,400,465,457,528
42.jpg,807,605,egg,458,459,529,504
42.jpg,807,605,egg,538,471,601,522
42.jpg,807,605,egg,522,448,596,470
42.jpg,807,605,egg,361,426,421,473
42.jpg,807,605,egg,385,418,434,462
42.jpg,807,605,egg,431,381,465,455
42.jpg,807,605,egg,526,422,599,446
42.jpg,807,605,egg,542,375,588,415
42.jpg,807,605,egg,449,245,489,286
42.jpg,807,605,egg,518,215,548,292
42.jpg,807,605,egg,667,248,734,286
42.jpg,807,605,egg,347,161,416,203
42.jpg,807,605,egg,335,102,385,151
42.jpg,807,605,egg,474,70,498,141
42.jpg,807,605,egg,300,22,370,63
43.jpg,807,605,egg,328,426,341,470
43.jpg,807,605,egg,353,391,392,402
43.jpg,807,605,egg,282,385,296,395
43.jpg,807,605,egg,254,367,287,386
43.jpg,807,605,egg,241,347,255,385
43.jpg,807,605,egg,250,336,271,368
43.jpg,807,605,egg,260,330,298,357
43.jpg,807,605,egg,304,335,327,369
43.jpg,807,605,egg,343,338,365,373
43.jpg,807,605,egg,334,310,349,342
43.jpg,807,605,egg,317,289,351,313
43.jpg,807,605,egg,314,282,332,295
43.jpg,807,605,egg,320,272,356,291
43.jpg,807,605,egg,342,261,361,292
43.jpg,807,605,egg,353,271,384,303
43.jpg,807,605,egg,347,247,370,284
43.jpg,807,605,egg,185,321,195,334
43.jpg,807,605,egg,150,307,186,329
43.jpg,807,605,egg,161,269,189,298
43.jpg,807,605,egg,171,277,211,298
43.jpg,807,605,egg,186,284,219,303
43.jpg,807,605,egg,244,220,268,255
43.jpg,807,605,egg,258,232,275,264
43.jpg,807,605,egg,269,239,303,258
43.jpg,807,605,egg,294,259,308,274
43.jpg,807,605,egg,233,179,252,210
43.jpg,807,605,egg,245,177,268,210
43.jpg,807,605,egg,263,181,283,211
43.jpg,807,605,egg,283,179,298,217
43.jpg,807,605,egg,238,166,272,180
43.jpg,807,605,egg,231,145,260,174
43.jpg,807,605,egg,255,114,285,140
43.jpg,807,605,egg,377,248,418,269
43.jpg,807,605,egg,386,222,413,254
43.jpg,807,605,egg,448,251,475,280
43.jpg,807,605,egg,459,244,484,271
43.jpg,807,605,egg,586,231,601,266
43.jpg,807,605,egg,634,226,666,244
43.jpg,807,605,egg,431,234,463,254
43.jpg,807,605,egg,413,222,429,252
43.jpg,807,605,egg,396,218,417,248
43.jpg,807,605,egg,365,195,380,221
43.jpg,807,605,egg,377,198,402,220
43.jpg,807,605,egg,390,193,412,217
43.jpg,807,605,egg,413,181,429,213
43.jpg,807,605,egg,420,216,453,238
43.jpg,807,605,egg,455,226,486,246
43.jpg,807,605,egg,451,214,487,226
43.jpg,807,605,egg,456,202,490,215
43.jpg,807,605,egg,465,181,488,201
43.jpg,807,605,egg,340,181,378,195
43.jpg,807,605,egg,316,167,339,199
43.jpg,807,605,egg,330,152,361,170
43.jpg,807,605,egg,430,120,454,142
43.jpg,807,605,egg,462,106,482,145
43.jpg,807,605,egg,531,127,566,149
43.jpg,807,605,egg,387,80,425,98
43.jpg,807,605,egg,386,50,412,71
43.jpg,807,605,egg,451,39,466,77
43.jpg,807,605,egg,375,8,409,34
44.jpg,807,605,egg,76,340,151,401
44.jpg,807,605,egg,229,321,283,375
44.jpg,807,605,egg,250,250,319,293
44.jpg,807,605,egg,202,203,263,243
44.jpg,807,605,egg,278,197,331,247
44.jpg,807,605,egg,131,222,154,250
44.jpg,807,605,egg,115,173,160,226
44.jpg,807,605,egg,96,134,149,188
44.jpg,807,605,egg,122,141,191,178
44.jpg,807,605,egg,158,160,228,188
44.jpg,807,605,egg,297,165,359,198
44.jpg,807,605,egg,359,190,420,217
44.jpg,807,605,egg,313,146,342,175
44.jpg,807,605,egg,334,139,367,188
44.jpg,807,605,egg,364,148,396,197
44.jpg,807,605,egg,389,141,423,189
44.jpg,807,605,egg,439,175,484,229
44.jpg,807,605,egg,482,159,501,213
44.jpg,807,605,egg,499,163,519,209
44.jpg,807,605,egg,489,191,544,227
44.jpg,807,605,egg,536,255,559,315
44.jpg,807,605,egg,561,262,582,316
44.jpg,807,605,egg,530,215,565,267
44.jpg,807,605,egg,539,184,567,242
44.jpg,807,605,egg,563,244,627,273
44.jpg,807,605,egg,582,213,634,261
44.jpg,807,605,egg,601,204,653,251
44.jpg,807,605,egg,634,198,663,232
44.jpg,807,605,egg,544,141,581,184
44.jpg,807,605,egg,514,133,542,174
44.jpg,807,605,egg,492,123,522,166
44.jpg,807,605,egg,471,108,498,143
44.jpg,807,605,egg,319,104,334,120
44.jpg,807,605,egg,305,59,342,103
44.jpg,807,605,egg,278,44,322,74
44.jpg,807,605,egg,278,27,331,56
44.jpg,807,605,egg,742,391,782,443
44.jpg,807,605,egg,770,210,807,261
44.jpg,807,605,egg,675,125,722,162
44.jpg,807,605,egg,633,105,671,127
44.jpg,807,605,egg,460,73,514,116
44.jpg,807,605,egg,431,43,475,70
44.jpg,807,605,egg,475,35,522,72
44.jpg,807,605,egg,367,16,410,53
44.jpg,807,605,egg,99,58,121,74
44.jpg,807,605,egg,80,15,112,59
44.jpg,807,605,egg,141,30,196,58
44.jpg,807,605,egg,137,15,192,42
44.jpg,807,605,egg,125,2,181,22
44.jpg,807,605,egg,615,27,666,66
44.jpg,807,605,egg,636,1,664,38
44.jpg,807,605,egg,712,56,747,89
45.jpg,807,605,egg,166,540,224,568
45.jpg,807,605,egg,227,535,247,557
45.jpg,807,605,egg,155,453,185,518
45.jpg,807,605,egg,175,452,220,508
45.jpg,807,605,egg,192,449,242,509
45.jpg,807,605,egg,344,525,400,588
45.jpg,807,605,egg,364,482,394,558
45.jpg,807,605,egg,382,452,421,520
45.jpg,807,605,egg,391,532,454,569
45.jpg,807,605,egg,455,542,478,565
45.jpg,807,605,egg,449,429,488,492
45.jpg,807,605,egg,589,571,630,605
45.jpg,807,605,egg,594,453,658,502
45.jpg,807,605,egg,519,385,559,460
45.jpg,807,605,egg,459,358,505,420
45.jpg,807,605,egg,417,317,457,381
45.jpg,807,605,egg,393,328,430,356
45.jpg,807,605,egg,387,305,454,335
45.jpg,807,605,egg,338,320,353,337
45.jpg,807,605,egg,276,302,334,337
45.jpg,807,605,egg,255,311,287,365
45.jpg,807,605,egg,234,296,256,359
45.jpg,807,605,egg,159,252,206,300
45.jpg,807,605,egg,172,240,228,273
45.jpg,807,605,egg,199,228,250,270
45.jpg,807,605,egg,235,205,273,259
45.jpg,807,605,egg,135,191,158,252
45.jpg,807,605,egg,152,215,206,246
45.jpg,807,605,egg,124,130,182,151
45.jpg,807,605,egg,281,135,312,194
45.jpg,807,605,egg,277,87,325,137
45.jpg,807,605,egg,327,114,386,166
45.jpg,807,605,egg,381,138,418,175
45.jpg,807,605,egg,404,130,461,151
45.jpg,807,605,egg,419,110,470,133
45.jpg,807,605,egg,442,55,493,110
45.jpg,807,605,egg,457,195,532,230
45.jpg,807,605,egg,468,259,491,325
45.jpg,807,605,egg,406,272,465,315
45.jpg,807,605,egg,401,237,458,285
45.jpg,807,605,egg,448,157,511,190
45.jpg,807,605,egg,453,139,512,168
45.jpg,807,605,egg,502,123,536,189
45.jpg,807,605,egg,497,101,569,121
45.jpg,807,605,egg,532,120,601,143
45.jpg,807,605,egg,587,131,657,174
45.jpg,807,605,egg,595,110,665,145
45.jpg,807,605,egg,581,59,626,119
45.jpg,807,605,egg,543,41,610,84
45.jpg,807,605,egg,539,19,602,61
45.jpg,807,605,egg,534,1,579,21
46.jpg,807,605,egg,93,512,116,577
46.jpg,807,605,egg,75,454,131,479
46.jpg,807,605,egg,217,429,272,477
46.jpg,807,605,egg,225,475,257,539
46.jpg,807,605,egg,180,537,222,602
46.jpg,807,605,egg,110,544,158,571
46.jpg,807,605,egg,145,561,197,601
46.jpg,807,605,egg,126,569,176,604
46.jpg,807,605,egg,115,578,152,604
46.jpg,807,605,egg,268,463,330,511
46.jpg,807,605,egg,317,488,359,530
46.jpg,807,605,egg,234,240,282,292
46.jpg,807,605,egg,191,213,250,245
46.jpg,807,605,egg,130,154,197,184
46.jpg,807,605,egg,289,131,328,188
46.jpg,807,605,egg,346,279,379,323
46.jpg,807,605,egg,388,230,431,296
46.jpg,807,605,egg,398,565,475,600
46.jpg,807,605,egg,380,519,453,560
46.jpg,807,605,egg,387,499,457,543
46.jpg,807,605,egg,337,481,402,507
46.jpg,807,605,egg,359,467,411,492
46.jpg,807,605,egg,377,414,432,473
46.jpg,807,605,egg,437,487,475,558
46.jpg,807,605,egg,431,470,507,493
46.jpg,807,605,egg,470,492,538,515
46.jpg,807,605,egg,522,514,596,558
46.jpg,807,605,egg,532,485,603,528
46.jpg,807,605,egg,517,434,562,496
46.jpg,807,605,egg,480,413,549,454
46.jpg,807,605,egg,474,388,539,429
46.jpg,807,605,egg,468,360,518,389
46.jpg,807,605,egg,519,189,592,219
46.jpg,807,605,egg,744,330,803,391
47.jpg,807,605,egg,86,205,110,255
47.jpg,807,605,egg,1,213,38,232
47.jpg,807,605,egg,96,375,135,410
47.jpg,807,605,egg,201,417,229,459
47.jpg,807,605,egg,195,508,218,547
47.jpg,807,605,egg,260,575,295,605
47.jpg,807,605,egg,274,527,299,561
47.jpg,807,605,egg,265,500,310,521
47.jpg,807,605,egg,242,434,271,456
47.jpg,807,605,egg,306,351,342,384
47.jpg,807,605,egg,340,354,365,388
47.jpg,807,605,egg,350,341,375,381
47.jpg,807,605,egg,374,351,403,377
47.jpg,807,605,egg,494,415,512,456
47.jpg,807,605,egg,542,389,581,423
47.jpg,807,605,egg,598,366,642,392
47.jpg,807,605,egg,470,305,488,349
47.jpg,807,605,egg,506,337,549,358
47.jpg,807,605,egg,498,306,541,337
47.jpg,807,605,egg,536,304,569,337
47.jpg,807,605,egg,516,303,528,317
47.jpg,807,605,egg,658,304,695,337
47.jpg,807,605,egg,538,192,566,214
47.jpg,807,605,egg,402,221,433,270
47.jpg,807,605,egg,353,246,387,284
47.jpg,807,605,egg,306,249,353,275
47.jpg,807,605,egg,251,256,301,279
47.jpg,807,605,egg,248,244,300,263
47.jpg,807,605,egg,277,229,323,249
47.jpg,807,605,egg,339,153,375,193
47.jpg,807,605,egg,371,160,394,213
47.jpg,807,605,egg,377,140,413,190
47.jpg,807,605,egg,430,53,468,104
48.jpg,807,605,egg,191,391,249,414
48.jpg,807,605,egg,339,336,371,395
48.jpg,807,605,egg,387,320,414,355
48.jpg,807,605,egg,465,355,513,396
48.jpg,807,605,egg,496,398,547,428
48.jpg,807,605,egg,534,460,592,481
48.jpg,807,605,egg,420,438,448,491
48.jpg,807,605,egg,31,223,72,279
48.jpg,807,605,egg,375,180,397,237
48.jpg,807,605,egg,394,170,435,197
48.jpg,807,605,egg,387,152,437,181
48.jpg,807,605,egg,431,130,453,166
48.jpg,807,605,egg,583,97,631,136
48.jpg,807,605,egg,621,12,638,71
48.jpg,807,605,egg,464,4,506,53
48.jpg,807,605,egg,525,1,561,37
48.jpg,807,605,egg,215,121,272,160
48.jpg,807,605,egg,207,112,259,150
48.jpg,807,605,egg,269,70,313,118
48.jpg,807,605,egg,217,70,262,121
48.jpg,807,605,egg,298,55,355,75
48.jpg,807,605,egg,339,1,368,31
48.jpg,807,605,egg,224,1,242,15
49.jpg,807,605,egg,14,552,59,605
49.jpg,807,605,egg,353,504,381,570
49.jpg,807,605,egg,375,497,418,526
49.jpg,807,605,egg,370,477,422,510
49.jpg,807,605,egg,414,454,443,493
49.jpg,807,605,egg,575,424,620,463
49.jpg,807,605,egg,200,454,262,494
49.jpg,807,605,egg,190,449,253,484
49.jpg,807,605,egg,208,406,258,456
49.jpg,807,605,egg,257,400,314,453
49.jpg,807,605,egg,292,385,352,407
49.jpg,807,605,egg,334,304,368,364
49.jpg,807,605,egg,460,334,502,383
49.jpg,807,605,egg,225,290,249,350
49.jpg,807,605,egg,238,288,300,337
49.jpg,807,605,egg,231,269,299,290
49.jpg,807,605,egg,214,144,277,172
49.jpg,807,605,egg,421,178,461,203
49.jpg,807,605,egg,512,285,570,304
49.jpg,807,605,egg,482,311,545,334
